trust,fear,negative,sadness,anger,surprise,positive,disgust,joy,anticipation
0.05263157894736842,0.13157894736842105,0.23684210526315788,0.07894736842105263,0.10526315789473684,0.02631578947368421,0.13157894736842105,0.05263157894736842,0.05263157894736842,0.13157894736842105
0.0022442183877347047,0.0005011405987481681,0.0017492339916269262,0.0009989255826817795,0.0005011420067160959,0.000998922685512966,0.0024978688882083765,1.1214192032291657e-06,0.001996728305710768,0.002495069704293401
0.005348559575622495,0.007938669306095252,0.007905087506698846,0.007871437636087449,0.0052139827835819,3.362718020640057e-05,0.0029266765078017312,0.002590223182497745,0.002758381773934745,0.007904996745078857
0.011443238497018548,0.011415693095332387,0.01598741961636194,0.012560857484865105,0.007971297823878372,0.004571996573987259,0.01826087973031915,0.005698937211248969,0.007998577994981071,0.011415683450583896
0.00013302296589570036,0.0001306153247578719,0.0003266368342941817,0.0002612470699156608,0.0001306235349578304,6.548828677802282e-05,0.00019860977507322512,6.530766237893595e-05,6.558886172751439e-05,6.558065152755588e-05
6.092550770896959e-07,0.00022289383183924426,0.00014885094984314585,0.00022274184715615524,7.450113909204899e-05,1.5231431903258913e-07,0.00014900194855672257,1.5231504975906928e-07,7.450113983135202e-05,6.095847113263914e-07
0.00012197990513550267,0.00012243951812351988,0.0003645417139175161,0.0002434906160202661,9.288071916688748e-07,0.00012197605236904368,0.00024349059759738235,5.783767685003044e-09,0.00012243756869890628,0.00024256371217170198
0.00016715522984895264,0.00016613506524810806,0.00033176437584602023,0.00033176436876088507,0.00016511836701792027,5.092210211289455e-07,0.00033583114763506084,0.00016511662320543925,2.0368699462681642e-06,0.00016766096327604135
0.01247193671777803,0.0026915799236967033,0.00536501928993711,0.0026794581199689363,0.0026885452579512256,0.0026885452579512256,0.0249379221188441,0.0026731864774282832,0.007131717390683124,0.011599234286395402
0.014198642471256403,1.4429514706561384e-05,0.00010100660294592969,1.4429514706561384e-05,1.4429514706561384e-05,0.000865770882393683,0.01437179664773514,1.4429514706561384e-05,0.014198642471256403,0.0008802003971002443
0.0,0.2,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.2
0.014542645241038325,0.00959208899876391,0.014388133498145864,0.004956736711990113,0.00958590852904821,0.004796044499381954,0.014721878862793577,0.004796044499381954,0.014542645241038325,0.00959208899876391
0.0,0.0006172839506172839,0.0012345679012345679,0.0,0.0012345679012345679,0.0,0.05925925925925926,0.0006172839506172839,0.02962962962962963,0.003703703703703704
3.9898910885928834e-07,2.6599228963208506e-07,6.354916486091586e-05,6.315047541414027e-05,6.315017642263162e-05,1.3299614404308041e-07,0.0001268326370896599,6.31504754141331e-05,6.288418413454187e-05,0.00012616735670120582
0.001604342829299369,0.0015849826158714762,0.003159742563725543,0.0015848512753830295,0.001574894415497,2.9592262908762598e-05,0.0016834254391165195,0.001555259012474267,0.0015749006698059737,0.001604342829299369
1.1088674274194005e-06,5.689481103658743e-09,1.108837631973145e-06,1.1088675876815394e-06,1.6118389082427725e-13,1.4191059241944919e-24,2.212015578299912e-06,1.6117842929988213e-13,2.212015578283425e-06,1.1031782686835575e-06
0.003572644124747793,0.001196302311836108,0.002392475755135954,0.001196334736007428,8.16321528756131e-06,0.0005981191461043076,0.007731195804309064,4.14562733039441e-06,0.00476075120415875,0.0017985030728883326
0.004870129870129871,0.02272727272727273,0.04707792207792208,0.04707792207792208,0.0,0.0,0.029220779220779224,0.0016233766233766235,0.003246753246753247,0.025974025974025976
0.0316711590296496,0.04043126684636119,0.05390835579514825,0.05390835579514825,0.022461814914645106,0.022461814914645106,0.040655884995507645,0.013477088948787063,0.022686433063791558,0.009209344115004493
2.7550562312625975e-07,1.8381642077656309e-07,9.234539694566242e-08,2.757243551204113e-07,9.190902881627386e-08,1.8337950333127592e-07,2.7594199125562935e-07,9.190848227328645e-08,1.83815871460636e-07,2.755056245127581e-07
0.026190476190476195,0.017261904761904763,0.034226190476190486,0.025595238095238098,0.025595238095238098,0.0005952380952380954,0.060119047619047634,0.02529761904761905,0.025892857142857148,0.025892857142857148
6.681466324911826e-06,6.629079661425384e-06,6.681926600851628e-06,6.681040415684858e-06,5.329873191547362e-08,4.42735454000975e-12,5.4636709491153945e-08,4.427358364696384e-12,5.32987937874293e-08,4.561581114147851e-10
0.0003634229242136509,0.0010901268898946739,0.0014535279883298113,0.0007267749925273551,0.0007267531670321411,2.188286159843671e-08,7.649042305063381e-08,0.0007267422969486508,3.833097451802411e-08,0.0007281768022938671
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0006065747834316348,1.0876489650619848e-13,0.0002031370983692524,0.00020313709836816115,0.00020219457979598883,0.00020219457979490062,0.001213149566540252,5.456473809053021e-16,0.0006065747833239613,0.001213145088456592
1.0558971179571858e-05,1.0523503484724828e-05,1.4031705463488736e-05,7.016042014474964e-06,1.0523499356115659e-05,9.66969528912966e-25,0.0012794490379682826,1.0523499302129823e-05,3.5436820602043422e-06,3.508206213813324e-06
4.721907603749348e-12,1.5482663626024872e-05,1.0329914530648746e-05,1.0319454432327555e-05,5.159731938070262e-06,5.44536620582965e-31,3.4937823008711356e-09,5.159731938070262e-06,1.1185802310766782e-18,5.159727217788863e-06
