class_A,class_B,class_C,class_D
111,19,28,17
62,14,27,12
32,3,11,11
122,31,54,33
0,0,0,0
35,2,5,6
3,0,0,1
51,3,25,7
79,17,17,14
11,0,1,0
158,37,49,38
59,10,18,14
5,2,0,4
12,0,8,6
8,2,2,1
7,2,1,1
30,8,26,13
33,5,21,14
34,2,5,3
0,2,0,3
16,2,8,9
1,0,3,0
9,8,10,6
5,0,1,2
269,71,95,62
13,5,5,2
59,37,22,30
221,52,55,70
28,13,19,11
69,10,10,9
4,0,0,1
69,18,43,37
46,10,17,7
41,5,19,12
87,27,33,14
25,10,17,5
23,3,10,11
18,1,6,0
6,2,0,1
66,15,9,11
5,1,1,1
120,39,30,35
164,28,78,34
177,38,29,34
61,4,5,17
36,9,19,9
9,1,2,9
9,1,5,2
6,1,2,4
6,1,7,5
25,4,15,2
34,25,12,13
12,1,2,5
129,60,57,30
3,0,1,0
28,15,9,5
10,1,3,4
9,2,11,5
50,7,9,14
121,16,28,27
1,1,2,0
12,3,2,4
16,8,6,6
101,36,37,46
7,1,1,0
1,0,1,2
101,36,19,9
112,76,79,41
210,34,90,69
16,2,16,3
1,0,0,0
67,15,28,21
25,11,18,4
4,4,5,3
32,6,9,9
31,9,6,3
139,16,54,28
4,3,9,5
14,0,0,3
5,0,1,3
7,0,7,2
38,6,10,13
7,1,6,9
8,1,3,0
211,39,32,98
23,10,13,7
16,7,9,12
2,2,1,0
53,11,36,31
122,36,77,61
9,1,4,2
1,0,1,1
4,1,1,4
7,4,5,0
12,4,6,9
13,1,1,4
21,1,14,6
3,1,1,4
4,2,3,1
11,0,8,2
7,0,2,2
3,2,3,1
9,4,5,2
19,9,6,8
100,27,35,45
3,0,0,4
35,6,20,9
170,63,52,90
4,5,1,1
24,14,7,2
7,2,4,5
14,3,2,3
24,4,10,11
18,8,6,8
153,45,34,59
3,4,1,2
35,3,10,5
147,30,62,56
30,4,3,8
91,6,22,14
7,1,0,1
13,3,10,11
5,0,1,0
28,8,7,4
40,2,9,9
2,1,0,0
16,6,6,6
43,8,23,18
18,10,7,4
20,4,4,5
58,17,29,19
8,3,4,3
20,9,12,7
100,15,26,31
20,6,14,7
0,1,3,0
2,0,0,1
35,9,11,13
70,18,28,21
207,38,57,37
47,16,23,20
18,9,6,9
14,1,8,9
152,124,65,76
80,31,31,25
35,7,16,8
28,5,12,15
44,7,17,15
7,0,3,1
2,0,0,0
7,8,4,5
25,11,8,20
19,8,12,9
16,2,3,2
14,3,1,4
7,0,7,3
17,2,18,7
36,10,20,8
48,11,18,14
14,3,1,2
4,1,5,5
79,18,20,29
5,1,0,0
22,4,6,7
110,9,35,22
16,6,1,1
44,6,11,5
93,24,38,44
8,2,2,4
37,15,18,19
145,14,46,34
32,10,26,9
12,2,2,2
10,1,3,0
6,1,1,1
46,11,19,20
46,7,25,8
118,30,32,21
72,23,13,30
6,1,0,0
105,104,57,47
2,3,5,2
13,0,4,1
4,0,2,1
75,8,27,20
10,5,9,5
124,26,72,44
15,2,9,9
18,3,4,4
61,5,21,6
69,33,34,24
82,14,34,25
15,1,5,4
28,3,21,6
48,17,24,16
38,7,12,13
73,10,27,12
18,0,2,3
43,1,7,3
2,1,0,0
10,4,13,3
14,0,3,9
11,0,1,1
11,2,1,2
13,2,4,4
108,24,39,25
6,4,3,6
7,5,7,1
22,8,4,4
33,2,5,5
31,4,23,11
6,2,11,1
4,0,5,1
1,0,1,1
6,0,0,3
90,19,29,26
23,4,9,6
37,13,11,2
3,1,1,1
9,1,1,0
7,0,2,1
2,1,2,6
34,8,9,10
18,6,8,6
15,3,2,5
4,0,3,2
31,5,6,4
0,0,0,0
184,58,28,35
2,0,0,1
60,13,26,12
21,3,4,1
61,24,26,27
217,54,70,80
13,6,8,1
41,9,8,26
2,0,1,2
139,23,28,38
35,6,16,12
17,3,5,0
69,26,31,51
47,4,5,23
10,4,1,3
8,0,0,0
14,10,9,7
223,51,118,55
10,4,1,2
30,14,15,8
35,9,10,8
52,7,14,11
153,27,40,42
24,3,4,9
10,0,3,3
31,3,9,3
42,4,8,9
75,25,30,28
9,4,3,6
14,3,6,3
52,10,8,24
142,49,86,66
13,1,3,1
44,12,24,21
123,20,30,59
3,1,1,0
28,7,10,13
80,10,23,23
60,17,28,20
6,6,3,4
19,3,8,7
1,0,0,0
36,6,10,7
25,6,12,5
20,7,11,11
27,3,11,0
52,15,17,14
5,0,1,3
13,1,7,1
31,11,16,15
34,10,8,6
103,13,39,23
12,2,2,3
12,2,3,1
76,21,21,21
36,16,6,12
42,12,18,5
61,23,23,26
40,1,7,6
53,8,14,18
125,23,87,52
28,6,9,11
18,2,2,11
9,3,4,3
5,0,1,4
53,5,20,19
98,26,31,24
12,2,4,4
3,0,0,1
55,15,34,15
38,10,5,9
31,0,8,4
2,0,0,1
14,2,7,7
8,1,2,5
22,0,5,4
5,0,4,2
21,4,4,3
106,22,31,37
18,8,13,16
17,5,8,4
10,3,12,6
195,61,67,70
49,12,15,19
13,1,5,6
36,10,20,23
17,1,5,12
5,0,1,0
38,5,5,10
19,1,8,3
197,42,51,59
11,4,11,0
4,0,9,6
